NetworkSize	7190
Diameter	4
AvgShortesPathLength	 3.5593644394838297
DarkId	Degree
1195eb1a0923a0b40a44f9ac6b888b30	299
530bff61b38a7697e908e68cba3e55c6	1
b9e1c7e67ce85359aa42c98892dc5070	141
76f9da6e02211698d476cd58459e5062	89
6f6f42ac10007ce6ba809236c222e409	8
ef8e4ec283db51f99d081bcfc353a8e5	1
d3f9fa800af753f528dc354ffdc8a9c7	24
e91d70e7a421ba737132420436e9ec60	1
3d0a082750a5df18582105155516f9f1	68
36c43e5fca689fce7624b5c7cf596a19	1
99f600d0b7eefb2a98c7e9b87a737dd0	57
fa02e8ac9b6a372622ef9bcea0c3fdc0	10
5e461a3fd47bea8cbfd41f1667aa45b4	7
b54c998ea56baefb2abdafa124e3c58e	10
460cdc0b23d1bd489674b99656a3335d	119
04d6014088df9cec944fc188fd881fa9	164
298cf8b4d6bc5b4f76d16646119ac206	1
2d59d7e2a9f68b41fc8b07a9a0065c23	53
fc2da55c9cdd73e31212b04c66392a70	25
6e94ad7632fc7bb0d48bf59db7f13f52	65
4fd9b1468dad2d3c671f1a8ddcdef8a0	30
74a4598eb3a5ee7ea4093f93b014f7dc	1
a3fa10d948b60598bee619167c4c00c5	1
b44d28d1a0b5646449aa9671954a459e	6
6dbcce9fd741b21bcbea3a73f62e72a9	43
6fd59fb31637f09630e1981769527d8e	3
37f810582aef7eb4c89cb27565744853	54
f1795b4e8855b609575f24ec8834c84f	1
c9c0456873e4868dc291ec0a6f685314	14
3fc3f42564294b395028fb742f29b8e0	7
7fa3f212d68522ca86a4e27ebebde25e	275
eaba7f0c841e5014f89f61a8a238f9fb	51
4c7995e2e3033bca3818ba53ccb53972	1
bbd0b0ae429fe6fc304bc91aa47b3830	145
8dcb2f25684bb0e81dc2e4545c4d5d6e	4
4323702faa624b4c4c58c8999c93b2d6	21
42711dee85c228edf3404658fce6ccdd	141
7b386ea6237e14de4860fbfabaed3ca8	1
b7c7483dd628f57c03cdc4522799a994	1
2781d456661ca02be6a1683411544ce6	1
bdb14a7424e91d040434f8267f3e5d33	11
3a62d81f96f57d134c633c7e8e05539f	7
766a49010388bfa3fca8f4803f2b153e	13
c3e56c41da899501737e8268b58d2fc8	1
8e8b23a104e6adc5e02981068ce59f33	3
71d468f05c63a8efd73fc13a01394434	1
defbfd00ada5dbafe7434883c180bd3b	3
3b090ef666dd589bf36a29ed1b95e1d1	1
6b05ce6767614bfeefc866d636870ab9	1
e517b319916b7001406188c6c89530d3	20
f63b465b64afdcdc64721ee651674a9e	1
2627abfac9ea4e555cfdd85e4752efef	57
aca91a187f50587561effb428b6a0cd6	1
d06606f788de7d96447b7ab7db86aaaa	58
dd9f39443bd92c77aa2c377a9ccf6998	74
de0d92a4a9016ca3c177b661755bfc99	1
bc77cd04ca6c5bd781f0620ed933c294	1
a86efc34050a92b34aa14669a2835e4f	1
a90778f44f0a67c3955d171e626c50ed	6
ff7e231fd1eae683a51e747a702a24d7	87
e52c1404776fcd2cd90f0e42e8586bf4	9
380181c904bb474aff5276441fb3d4ea	23
a154bed407c7f47b00c167a08794279c	1
1e794789bfa41d02b3275ed9a8b256fb	1
b2ceac8806fb2a345fa7e22b32bd1232	220
fcc63d16f2f3dbf7a7db5add07c180cc	1
2a3e9cdef8322fb4b1c3f0024077f003	1
3e071627be6f10552b2b732fbddd4b24	1
a77debe74aa4639bb4ebed19b2818c95	48
b4ca9cd9d66026b531a8915132b604a1	42
2e27a81b06bae9901f5fe9a292fd7995	165
ad4309ec5a59217c4141179817616e36	1
ac3f5db6e82e6839d6fada25155b557a	86
09270698f669732d49dc609c2d3565d4	6
7a923cd318b533fce3c678ad6926d957	1
ef901e1a9f07da81d5360d87e5e648a0	79
75a3b8cf44eb91edfb91aa1b9cbccb93	42
8ba4a4f2d9fddfd9969baff5776e529d	1
a36bdf68cf45af6f20e55fa3045d18eb	1
428116b7e3df72cc171be4191a072077	1
dc0e8f45b46df40178600cdc8e17c7d1	158
44d6b27be497f3511cc6504e49d99fda	1
4eee35786e91a9853f7e39dd4bf58488	9
8af9491240c550a46d689b6600e8ce0e	1
3879c8f64a6687a45e443b9fd615c768	48
5a232794ab9a63c9e0ab1ed0fb497fca	60
926fe69f0a8dfd9784d71abd53b272a8	28
f12cc0917d2dd40594c171d5be073742	30
baa88e9a52ca4f63fdda6ca4b7de351b	105
9b6515fcdc1217a41ed83e38f7e60ec2	1
da4825f91476bcb0eec4dd2dc62e8b3d	52
51f4eb5a21b50afbfeb20a29d8baa9b5	1
35e3065590ba38bdd0a661aa81fb333b	1
2f6405c33e53773679ac1c0de161ff56	1
3b8f797569cabea36cce395cd57fdaaf	121
3761a288b3c7b77ecef6eac2b3693459	6
409f02e09a932b7a2faada5163cb82ec	55
ce5a611928348c5278c323642b6550c7	50
4183915fcb5a1617f95c4f896ba9d70e	1
f4eb64c6c97004089d4a730f9bb4baf5	32
2a86620e5c3077d457ea33d272e0eb74	1
41df77eb7c5f6027e83b875ceb35bf4b	30
d863e0543738df91f362dbf48812915c	1
d2925cd37884a42ae96a1bf3d66e76fb	23
007f8a365b65a5fa55f92861ab8df1c9	46
29f08a95792fa737bf19679843032f63	25
bdb46aa4e9d97f6efae3decea889dd22	222
05972a6462b44363ad5f9e9ef2f0224a	17
519924a69f624b0600787a646a5bc89e	6
ee8a899f16457e6d18b24f0286735093	1
ee37a9a9a55465ef20b8bd721afd31d7	46
3d3caf0b94f42e3c06e626b330cd8883	1
2d51a5a8d50bcdc051a0ad2f33f2daa4	1
939c3f27978e9a8cbad20d9c06ce7fc9	56
67a36fb12c3596a92a5b279adb74a4f0	18
290d79a9bf5e33e4660845368584ae7f	82
